product_name,price,category,units_sold,stock_after,date,store_id,store_location,promotion_active,holiday,local_event
Aceite de Oliva,5.88,Alimentación,5,10,2024-02-16,S002,Barcelona,1,Sin Festivo,Sin Evento
Pan de Molde,0.52,Panadería,13,37,2024-02-25,S015,Sevilla,1,Sin Festivo,Sin Evento
Pan de Molde,1.45,Panadería,5,36,2024-05-28,S049,Bilbao,0,Sin Festivo,Sin Evento
Yogur Natural,2.04,Lácteos,0,2,2024-11-28,S034,Valencia,0,Sin Festivo,Sin Evento
Pasta Italiana,7.7,Alimentación,7,31,2024-07-27,S050,Murcia,0,Sin Festivo,Sin Evento
Cerveza Lager,8.26,Bebidas,10,24,2025-07-01,S044,Valencia,0,Sin Festivo,Sin Evento
Cerveza Lager,2.13,Bebidas,6,10,2025-11-28,S020,Bilbao,1,Sin Festivo,Sin Evento
Cerveza Lager,7.76,Bebidas,1,149,2024-08-05,S043,Bilbao,0,Sin Festivo,Sin Evento
Pollo Fresco,4.95,Carnes,6,8,2024-09-06,S014,Murcia,0,Sin Festivo,Sin Evento
Protector Solar,8.15,Cuidado Personal,2,0,2025-12-18,S013,Palma de Mallorca,0,Sin Festivo,Sin Evento
Yogur Natural,3.25,Lácteos,2,52,2024-12-24,S031,Murcia,0,Sin Festivo,Sin Evento
Aceite de Oliva,0.75,Alimentación,20,47,2024-06-21,S048,Málaga,1,Sin Festivo,Sin Evento
Turrón de Almendras,4.63,Alimentación (Navidad),3,23,2025-11-08,S014,Madrid,0,Sin Festivo,Sin Evento
Helado de Vainilla,4.48,Congelados,3,58,2025-10-17,S002,Bilbao,1,Sin Festivo,Sin Evento
Helado de Vainilla,5.57,Congelados,1,9,2025-05-25,S043,Valencia,1,Sin Festivo,Sin Evento
Paraguas,18.9,Hogar,0,7,2024-03-09,S027,Málaga,0,Sin Festivo,Sin Evento
Pollo Fresco,7.76,Carnes,1,76,2025-04-06,S013,Palma de Mallorca,0,Sin Festivo,Sin Evento
Leche Entera,2.58,Lácteos,2,66,2024-06-19,S024,Valencia,0,Sin Festivo,Sin Evento
Pasta Italiana,7.67,Alimentación,3,113,2024-07-23,S002,Murcia,0,Sin Festivo,Sin Evento
Detergente Líquido,4.8,Limpieza,2,28,2024-07-05,S016,Zaragoza,1,Sin Festivo,Sin Evento
Turrón de Almendras,9.47,Alimentación (Navidad),6,11,2024-04-09,S007,Alicante,0,Sin Festivo,Sin Evento
Detergente Líquido,5.02,Limpieza,8,64,2024-12-21,S013,Barcelona,0,Sin Festivo,Sin Evento
Protector Solar,8.89,Cuidado Personal,4,40,2024-04-19,S044,Zaragoza,1,Sin Festivo,Sin Evento
Leche Entera,1.12,Lácteos,6,52,2025-10-08,S007,Zaragoza,0,Sin Festivo,Sin Evento
Yogur Natural,1.25,Lácteos,9,0,2024-05-19,S002,Barcelona,0,Sin Festivo,Sin Evento
Leche Entera,0.58,Lácteos,8,67,2025-06-15,S005,Alicante,0,Sin Festivo,Sin Evento
Detergente Líquido,7.51,Limpieza,4,51,2025-07-26,S022,Barcelona,0,Sin Festivo,Sin Evento
Pollo Fresco,4.91,Carnes,5,5,2024-01-01,S018,Valencia,0,Año Nuevo,Sin Evento
Protector Solar,3.9,Cuidado Personal,2,39,2025-02-04,S023,Palma de Mallorca,0,Sin Festivo,Sin Evento
Papel Higiénico,1.09,Higiene,6,74,2024-12-20,S049,Alicante,1,Sin Festivo,Sin Evento
Manzanas Fuji,3.77,Frutas y Verduras,5,39,2024-07-26,S021,Sevilla,1,Sin Festivo,Concierto Grande
Pan de Molde,2.63,Panadería,2,13,2024-09-26,S044,Alicante,0,Sin Festivo,Sin Evento
Paraguas,9.21,Hogar,3,45,2025-08-20,S042,Sevilla,0,Sin Festivo,Sin Evento
Pan de Molde,2.03,Panadería,2,27,2025-11-25,S040,Murcia,0,Sin Festivo,Sin Evento
Protector Solar,8.44,Cuidado Personal,6,0,2025-06-15,S018,Palma de Mallorca,1,Sin Festivo,Sin Evento
Helado de Vainilla,6.85,Congelados,2,129,2024-06-06,S044,Palma de Mallorca,0,Sin Festivo,Sin Evento
Cerveza Lager,4.37,Bebidas,5,150,2025-07-23,S041,Bilbao,0,Sin Festivo,Sin Evento
Detergente Líquido,7.26,Limpieza,0,184,2025-02-27,S038,Bilbao,0,Sin Festivo,Sin Evento
Leche Entera,1.4,Lácteos,2,15,2024-03-23,S049,Barcelona,0,Sin Festivo,Sin Evento
Paraguas,15.81,Hogar,5,37,2024-11-09,S050,Barcelona,0,Sin Festivo,Sin Evento
Pan de Molde,2.79,Panadería,0,50,2024-08-29,S021,Alicante,0,Sin Festivo,Sin Evento
Aceite de Oliva,4.66,Alimentación,2,109,2024-11-15,S041,Palma de Mallorca,1,Sin Festivo,Sin Evento
Manzanas Fuji,5.66,Frutas y Verduras,0,115,2024-12-25,S028,Málaga,0,Navidad,Sin Evento
Papel Higiénico,2.25,Higiene,2,50,2025-08-09,S044,Madrid,1,Sin Festivo,Sin Evento
Aceite de Oliva,8.44,Alimentación,4,97,2024-04-14,S011,Málaga,1,Sin Festivo,Sin Evento
Turrón de Almendras,21.61,Alimentación (Navidad),0,44,2024-10-02,S045,Valencia,0,Sin Festivo,Feria Local
Papel Higiénico,5.17,Higiene,1,33,2024-02-04,S012,Málaga,1,Sin Festivo,Sin Evento
Cerveza Lager,4.66,Bebidas,3,52,2025-10-26,S036,Palma de Mallorca,1,Sin Festivo,Sin Evento
Detergente Líquido,5.89,Limpieza,2,131,2024-06-12,S031,Sevilla,0,Sin Festivo,Sin Evento
Turrón de Almendras,20.24,Alimentación (Navidad),0,0,2025-01-25,S050,Alicante,1,Sin Festivo,Sin Evento
Cerveza Lager,2.18,Bebidas,4,20,2024-08-16,S008,Barcelona,1,Sin Festivo,Sin Evento
Aceite de Oliva,1.66,Alimentación,0,19,2025-10-20,S034,Palma de Mallorca,0,Sin Festivo,Sin Evento
Detergente Líquido,2.1,Limpieza,1,165,2025-11-28,S039,Murcia,1,Sin Festivo,Sin Evento
Cerveza Lager,3.44,Bebidas,6,47,2024-08-29,S017,Barcelona,0,Sin Festivo,Feria Local
Cerveza Lager,4.56,Bebidas,6,12,2024-04-26,S040,Alicante,0,Sin Festivo,Sin Evento
Cerveza Lager,11.27,Bebidas,1,26,2025-04-04,S041,Madrid,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,8.8,Bebidas,6,11,2024-11-13,S048,Murcia,0,Sin Festivo,Sin Evento
Yogur Natural,3.49,Lácteos,0,129,2025-04-10,S020,Valencia,0,Sin Festivo,Sin Evento
Papel Higiénico,1.47,Higiene,18,25,2024-04-12,S048,Bilbao,1,Sin Festivo,Sin Evento
Paraguas,8.52,Hogar,0,21,2025-01-29,S005,Madrid,0,Sin Festivo,Sin Evento
Pan de Molde,0.7,Panadería,1,49,2024-03-20,S038,Palma de Mallorca,0,Sin Festivo,Sin Evento
Manzanas Fuji,2.31,Frutas y Verduras,3,160,2025-06-24,S020,Sevilla,0,Sin Festivo,Sin Evento
Pasta Italiana,9.27,Alimentación,1,122,2025-12-11,S014,Murcia,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,10.83,Bebidas,1,26,2024-07-02,S043,Valencia,0,Sin Festivo,Sin Evento
Yogur Natural,0.95,Lácteos,11,80,2024-01-26,S009,Madrid,0,Sin Festivo,Sin Evento
Pan de Molde,1.1,Panadería,7,18,2025-06-08,S028,Madrid,1,Sin Festivo,Sin Evento
Cerveza Lager,11.5,Bebidas,2,90,2025-04-29,S006,Zaragoza,0,Sin Festivo,Sin Evento
Pollo Fresco,10.6,Carnes,2,46,2025-12-05,S006,Murcia,0,Sin Festivo,Sin Evento
Aceite de Oliva,1.25,Alimentación,6,48,2025-05-29,S023,Barcelona,0,Sin Festivo,Sin Evento
Helado de Vainilla,8.05,Congelados,0,0,2025-09-30,S017,Málaga,0,Sin Festivo,Sin Evento
Protector Solar,9.28,Cuidado Personal,5,0,2025-06-01,S017,Murcia,0,Sin Festivo,Sin Evento
Pollo Fresco,8.62,Carnes,0,60,2024-10-03,S037,Málaga,0,Sin Festivo,Sin Evento
Manzanas Fuji,5.2,Frutas y Verduras,3,156,2025-08-19,S014,Valencia,0,Sin Festivo,Feria Local
Pollo Fresco,11.96,Carnes,2,4,2025-05-06,S041,Sevilla,0,Sin Festivo,Sin Evento
Turrón de Almendras,17.7,Alimentación (Navidad),0,34,2025-04-07,S035,Bilbao,0,Sin Festivo,Sin Evento
Turrón de Almendras,24.93,Alimentación (Navidad),0,25,2024-06-12,S046,Palma de Mallorca,0,Sin Festivo,Sin Evento
Aceite de Oliva,4.8,Alimentación,5,98,2024-10-21,S022,Barcelona,0,Sin Festivo,Sin Evento
Turrón de Almendras,12.22,Alimentación (Navidad),0,53,2025-09-16,S047,Murcia,0,Sin Festivo,Sin Evento
Pan de Molde,2.09,Panadería,5,21,2024-03-11,S050,Madrid,0,Sin Festivo,Sin Evento
Leche Entera,0.58,Lácteos,7,46,2024-07-13,S045,Madrid,1,Sin Festivo,Sin Evento
Cerveza Lager,11.85,Bebidas,2,161,2025-01-09,S036,Málaga,0,Sin Festivo,Sin Evento
Protector Solar,7.39,Cuidado Personal,1,12,2024-08-31,S004,Alicante,1,Sin Festivo,Sin Evento
Helado de Vainilla,4.71,Congelados,19,83,2025-09-07,S032,Barcelona,1,Sin Festivo,Sin Evento
Aceite de Oliva,5.65,Alimentación,7,4,2025-05-06,S024,Barcelona,0,Sin Festivo,Sin Evento
Turrón de Almendras,12.34,Alimentación (Navidad),3,0,2025-09-22,S028,Zaragoza,0,Sin Festivo,Sin Evento
Pan de Molde,1.59,Panadería,5,48,2024-08-08,S038,Barcelona,0,Sin Festivo,Sin Evento
Yogur Natural,3.0,Lácteos,3,45,2025-11-17,S010,Murcia,0,Sin Festivo,Sin Evento
Pasta Italiana,7.27,Alimentación,3,165,2024-07-05,S015,Madrid,1,Sin Festivo,Sin Evento
Paraguas,15.11,Hogar,5,3,2025-02-08,S021,Zaragoza,0,Sin Festivo,Sin Evento
Aceite de Oliva,0.73,Alimentación,7,79,2025-01-23,S024,Murcia,0,Sin Festivo,Sin Evento
Pollo Fresco,7.06,Carnes,3,34,2024-12-26,S040,Valencia,0,Sin Festivo,Sin Evento
Pollo Fresco,7.27,Carnes,4,37,2025-08-07,S048,Alicante,0,Sin Festivo,Sin Evento
Yogur Natural,2.53,Lácteos,0,73,2024-01-25,S010,Murcia,0,Sin Festivo,Sin Evento
Manzanas Fuji,4.41,Frutas y Verduras,5,152,2025-08-23,S037,Bilbao,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,11.23,Bebidas,0,67,2025-03-14,S008,Málaga,0,Sin Festivo,Sin Evento
Manzanas Fuji,5.05,Frutas y Verduras,2,26,2025-03-11,S001,Murcia,0,Sin Festivo,Sin Evento
Pollo Fresco,14.73,Carnes,2,8,2025-10-01,S050,Sevilla,0,Sin Festivo,Sin Evento
Papel Higiénico,2.34,Higiene,4,34,2024-02-11,S025,Alicante,0,Sin Festivo,Sin Evento
Protector Solar,11.48,Cuidado Personal,1,75,2024-10-03,S041,Barcelona,0,Sin Festivo,Sin Evento
Helado de Vainilla,6.31,Congelados,2,131,2024-04-09,S017,Madrid,0,Sin Festivo,Sin Evento
Manzanas Fuji,2.94,Frutas y Verduras,11,60,2024-01-13,S016,Alicante,1,Sin Festivo,Evento Deportivo Importante
Papel Higiénico,4.15,Higiene,2,42,2025-10-27,S018,Bilbao,0,Sin Festivo,Sin Evento
Pasta Italiana,8.56,Alimentación,2,156,2024-04-16,S044,Zaragoza,0,Sin Festivo,Sin Evento
Turrón de Almendras,5.8,Alimentación (Navidad),11,35,2025-07-19,S036,Barcelona,1,Sin Festivo,Sin Evento
Manzanas Fuji,4.49,Frutas y Verduras,1,83,2025-12-08,S049,Sevilla,0,Inmaculada Concepción,Sin Evento
Helado de Vainilla,4.13,Congelados,1,22,2025-10-08,S005,Valencia,0,Sin Festivo,Sin Evento
Pasta Italiana,1.53,Alimentación,4,131,2025-04-12,S037,Murcia,0,Sin Festivo,Sin Evento
Pollo Fresco,12.02,Carnes,3,10,2024-07-25,S022,Barcelona,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,2.69,Bebidas,16,2,2024-06-23,S030,Zaragoza,1,Sin Festivo,Sin Evento
Turrón de Almendras,10.42,Alimentación (Navidad),2,36,2024-03-17,S007,Málaga,1,Sin Festivo,Sin Evento
Helado de Vainilla,3.0,Congelados,3,132,2025-11-26,S016,Málaga,0,Sin Festivo,Sin Evento
Pan de Molde,0.96,Panadería,6,0,2025-06-26,S016,Málaga,0,Sin Festivo,Sin Evento
Detergente Líquido,6.54,Limpieza,2,31,2025-04-22,S048,Murcia,0,Sin Festivo,Sin Evento
Leche Entera,1.78,Lácteos,2,29,2025-01-08,S010,Alicante,0,Sin Festivo,Sin Evento
Cerveza Lager,5.4,Bebidas,2,114,2025-03-25,S024,Alicante,0,Sin Festivo,Sin Evento
Detergente Líquido,3.7,Limpieza,9,122,2025-10-31,S020,Bilbao,1,Sin Festivo,Sin Evento
Cerveza Lager,1.72,Bebidas,0,125,2024-08-17,S038,Zaragoza,1,Sin Festivo,Sin Evento
Protector Solar,2.61,Cuidado Personal,9,22,2024-05-24,S015,Bilbao,1,Sin Festivo,Sin Evento
Manzanas Fuji,5.14,Frutas y Verduras,0,4,2025-08-16,S025,Palma de Mallorca,1,Sin Festivo,Sin Evento
Paraguas,10.98,Hogar,1,19,2024-10-04,S010,Zaragoza,1,Sin Festivo,Sin Evento
Cerveza Lager,9.26,Bebidas,10,62,2025-12-28,S013,Zaragoza,0,Sin Festivo,Evento Deportivo Importante
Protector Solar,6.16,Cuidado Personal,3,0,2025-12-12,S043,Barcelona,1,Sin Festivo,Sin Evento
Paraguas,18.02,Hogar,3,12,2025-05-14,S039,Alicante,0,Sin Festivo,Sin Evento
Pan de Molde,2.81,Panadería,0,45,2025-07-06,S005,Palma de Mallorca,0,Sin Festivo,Sin Evento
Turrón de Almendras,21.64,Alimentación (Navidad),0,35,2024-01-09,S050,Murcia,0,Sin Festivo,Sin Evento
Turrón de Almendras,18.0,Alimentación (Navidad),21,33,2024-12-12,S035,Valencia,0,Sin Festivo,Sin Evento
Helado de Vainilla,6.74,Congelados,3,42,2025-10-21,S042,Valencia,0,Sin Festivo,Mercado Semanal
Cerveza Lager,6.11,Bebidas,3,158,2024-06-04,S024,Valencia,0,Sin Festivo,Sin Evento
Yogur Natural,2.86,Lácteos,6,35,2024-08-25,S048,Barcelona,0,Sin Festivo,Sin Evento
Paraguas,13.82,Hogar,3,20,2025-12-09,S038,Madrid,0,Sin Festivo,Sin Evento
Helado de Vainilla,8.66,Congelados,0,81,2024-06-13,S040,Murcia,0,Sin Festivo,Sin Evento
Pasta Italiana,7.11,Alimentación,2,161,2025-11-26,S022,Palma de Mallorca,0,Sin Festivo,Sin Evento
Pasta Italiana,6.91,Alimentación,2,24,2025-07-15,S039,Valencia,0,Sin Festivo,Sin Evento
Manzanas Fuji,1.99,Frutas y Verduras,2,97,2025-08-17,S032,Zaragoza,1,Sin Festivo,Sin Evento
Turrón de Almendras,21.82,Alimentación (Navidad),1,59,2025-10-17,S024,Valencia,0,Sin Festivo,Sin Evento
Papel Higiénico,5.86,Higiene,0,19,2025-02-06,S032,Palma de Mallorca,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,9.93,Bebidas,1,18,2024-01-03,S004,Palma de Mallorca,0,Sin Festivo,Sin Evento
Helado de Vainilla,5.89,Congelados,2,151,2024-03-21,S022,Barcelona,0,Sin Festivo,Sin Evento
Manzanas Fuji,1.44,Frutas y Verduras,0,38,2025-08-22,S015,Barcelona,0,Sin Festivo,Festival de Música
Pasta Italiana,4.63,Alimentación,3,22,2024-08-05,S035,Bilbao,0,Sin Festivo,Sin Evento
Pan de Molde,2.33,Panadería,2,21,2025-11-12,S002,Zaragoza,0,Sin Festivo,Sin Evento
Papel Higiénico,2.85,Higiene,6,39,2024-06-24,S044,Madrid,0,Sin Festivo,Sin Evento
Turrón de Almendras,8.97,Alimentación (Navidad),5,20,2024-09-10,S033,Bilbao,0,Sin Festivo,Feria Local
Pasta Italiana,7.05,Alimentación,4,5,2024-09-02,S037,Valencia,0,Sin Festivo,Evento Deportivo Importante
Vino Tinto Rioja,4.44,Bebidas,1,17,2024-06-05,S024,Murcia,0,Sin Festivo,Sin Evento
Aceite de Oliva,2.84,Alimentación,8,78,2024-10-17,S033,Alicante,0,Sin Festivo,Sin Evento
Detergente Líquido,6.1,Limpieza,5,49,2024-07-25,S014,Palma de Mallorca,0,Sin Festivo,Sin Evento
Pan de Molde,0.88,Panadería,5,31,2024-02-05,S020,Zaragoza,0,Sin Festivo,Sin Evento
Helado de Vainilla,5.77,Congelados,3,51,2025-10-13,S032,Sevilla,0,Sin Festivo,Sin Evento
Cerveza Lager,9.92,Bebidas,2,16,2025-08-26,S009,Madrid,0,Sin Festivo,Sin Evento
Yogur Natural,0.61,Lácteos,1,0,2024-05-15,S020,Barcelona,0,Sin Festivo,Sin Evento
Cerveza Lager,10.83,Bebidas,1,111,2025-02-27,S017,Murcia,0,Sin Festivo,Sin Evento
Pasta Italiana,8.93,Alimentación,2,180,2024-03-20,S037,Palma de Mallorca,0,Sin Festivo,Mercado Semanal
Pasta Italiana,8.4,Alimentación,1,140,2024-04-19,S041,Alicante,0,Sin Festivo,Sin Evento
Turrón de Almendras,14.52,Alimentación (Navidad),9,2,2025-03-07,S028,Bilbao,1,Sin Festivo,Sin Evento
Paraguas,8.24,Hogar,6,27,2025-04-21,S050,Barcelona,0,Sin Festivo,Sin Evento
Yogur Natural,0.96,Lácteos,4,89,2024-10-23,S034,Alicante,0,Sin Festivo,Sin Evento
Papel Higiénico,2.82,Higiene,3,22,2024-10-03,S045,Bilbao,0,Sin Festivo,Sin Evento
Manzanas Fuji,5.44,Frutas y Verduras,2,53,2025-06-06,S002,Murcia,0,Sin Festivo,Sin Evento
Turrón de Almendras,7.46,Alimentación (Navidad),3,52,2024-05-12,S031,Málaga,0,Sin Festivo,Sin Evento
Manzanas Fuji,1.93,Frutas y Verduras,3,135,2024-11-25,S029,Bilbao,0,Sin Festivo,Sin Evento
Helado de Vainilla,7.05,Congelados,3,155,2025-10-22,S047,Valencia,0,Sin Festivo,Sin Evento
Yogur Natural,2.4,Lácteos,1,52,2025-12-22,S037,Madrid,0,Sin Festivo,Sin Evento
Pollo Fresco,9.94,Carnes,3,86,2025-04-02,S044,Murcia,0,Sin Festivo,Sin Evento
Protector Solar,8.51,Cuidado Personal,3,10,2025-09-02,S046,Zaragoza,0,Sin Festivo,Sin Evento
Papel Higiénico,4.19,Higiene,4,62,2024-12-24,S025,Málaga,0,Sin Festivo,Sin Evento
Yogur Natural,1.16,Lácteos,2,21,2025-01-03,S049,Sevilla,1,Sin Festivo,Sin Evento
Pasta Italiana,3.06,Alimentación,4,55,2025-07-22,S028,Murcia,0,Sin Festivo,Sin Evento
Paraguas,19.19,Hogar,2,19,2025-11-18,S048,Bilbao,0,Sin Festivo,Sin Evento
Protector Solar,11.3,Cuidado Personal,2,51,2025-05-28,S047,Bilbao,0,Sin Festivo,Sin Evento
Turrón de Almendras,11.88,Alimentación (Navidad),7,0,2025-07-05,S037,Zaragoza,0,Sin Festivo,Sin Evento
Papel Higiénico,1.35,Higiene,0,44,2024-01-11,S008,Palma de Mallorca,0,Sin Festivo,Sin Evento
Paraguas,10.1,Hogar,2,43,2024-04-30,S040,Málaga,0,Sin Festivo,Sin Evento
Aceite de Oliva,5.72,Alimentación,3,94,2025-12-21,S007,Madrid,1,Sin Festivo,Sin Evento
Cerveza Lager,8.12,Bebidas,1,3,2025-03-28,S041,Palma de Mallorca,1,Sin Festivo,Sin Evento
Leche Entera,2.64,Lácteos,6,65,2025-09-05,S050,Valencia,1,Sin Festivo,Sin Evento
Paraguas,13.85,Hogar,1,32,2025-10-28,S029,Murcia,0,Sin Festivo,Sin Evento
Paraguas,11.18,Hogar,4,2,2025-06-09,S038,Zaragoza,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,11.19,Bebidas,2,15,2024-10-29,S026,Palma de Mallorca,0,Sin Festivo,Sin Evento
Protector Solar,8.33,Cuidado Personal,0,5,2024-11-28,S019,Málaga,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,2.5,Bebidas,7,11,2025-09-01,S001,Valencia,0,Sin Festivo,Sin Evento
Helado de Vainilla,6.54,Congelados,5,121,2024-07-15,S034,Zaragoza,0,Sin Festivo,Sin Evento
Leche Entera,3.28,Lácteos,2,1,2024-04-06,S003,Bilbao,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,2.98,Bebidas,20,6,2024-06-01,S020,Bilbao,1,Sin Festivo,Mercado Semanal
Manzanas Fuji,1.76,Frutas y Verduras,2,162,2025-04-16,S036,Zaragoza,0,Sin Festivo,Sin Evento
Manzanas Fuji,1.32,Frutas y Verduras,8,0,2025-10-05,S036,Barcelona,0,Sin Festivo,Sin Evento
Yogur Natural,3.45,Lácteos,0,13,2024-05-25,S043,Valencia,0,Sin Festivo,Sin Evento
Turrón de Almendras,5.4,Alimentación (Navidad),6,11,2024-11-02,S017,Valencia,1,Sin Festivo,Sin Evento
Yogur Natural,2.68,Lácteos,1,3,2025-12-24,S014,Bilbao,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,5.65,Bebidas,26,0,2024-12-28,S009,Málaga,1,Sin Festivo,Sin Evento
Helado de Vainilla,4.13,Congelados,5,109,2024-07-24,S012,Alicante,0,Sin Festivo,Sin Evento
Protector Solar,6.78,Cuidado Personal,0,65,2024-01-17,S027,Alicante,0,Sin Festivo,Sin Evento
Papel Higiénico,1.61,Higiene,15,9,2025-02-16,S025,Barcelona,1,Sin Festivo,Sin Evento
Leche Entera,1.78,Lácteos,4,43,2024-10-24,S046,Palma de Mallorca,0,Sin Festivo,Sin Evento
Detergente Líquido,4.02,Limpieza,0,145,2025-08-20,S037,Murcia,0,Sin Festivo,Sin Evento
Helado de Vainilla,8.47,Congelados,3,0,2025-04-13,S033,Madrid,0,Sin Festivo,Sin Evento
Manzanas Fuji,0.75,Frutas y Verduras,13,79,2024-05-17,S038,Palma de Mallorca,1,Sin Festivo,Sin Evento
Paraguas,6.94,Hogar,24,26,2025-11-09,S031,Murcia,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,10.46,Bebidas,2,32,2025-11-02,S040,Palma de Mallorca,1,Sin Festivo,Sin Evento
Pasta Italiana,2.68,Alimentación,5,66,2024-05-26,S010,Murcia,0,Sin Festivo,Sin Evento
Leche Entera,2.1,Lácteos,4,31,2025-10-14,S008,Palma de Mallorca,0,Sin Festivo,Sin Evento
Pollo Fresco,14.64,Carnes,0,39,2024-01-10,S038,Bilbao,0,Sin Festivo,Sin Evento
Cerveza Lager,2.37,Bebidas,6,180,2024-12-13,S003,Bilbao,1,Sin Festivo,Sin Evento
Leche Entera,0.51,Lácteos,3,60,2024-09-05,S007,Alicante,0,Sin Festivo,Sin Evento
Cerveza Lager,8.23,Bebidas,0,47,2024-11-28,S011,Bilbao,0,Sin Festivo,Sin Evento
Papel Higiénico,2.48,Higiene,9,15,2024-08-31,S037,Valencia,0,Sin Festivo,Sin Evento
Pasta Italiana,8.24,Alimentación,5,105,2024-12-08,S032,Bilbao,0,Inmaculada Concepción,Sin Evento
Yogur Natural,3.0,Lácteos,0,93,2025-10-16,S021,Valencia,0,Sin Festivo,Sin Evento
Papel Higiénico,2.19,Higiene,8,22,2024-03-02,S023,Murcia,1,Sin Festivo,Sin Evento
Papel Higiénico,1.94,Higiene,4,77,2025-03-27,S039,Palma de Mallorca,0,Sin Festivo,Sin Evento
Pan de Molde,0.86,Panadería,7,14,2024-05-16,S019,Zaragoza,0,Sin Festivo,Sin Evento
Turrón de Almendras,16.86,Alimentación (Navidad),2,37,2024-01-13,S040,Zaragoza,1,Sin Festivo,Sin Evento
Paraguas,7.09,Hogar,19,0,2025-01-11,S048,Zaragoza,1,Sin Festivo,Sin Evento
Paraguas,17.55,Hogar,2,0,2024-03-17,S031,Madrid,0,Sin Festivo,Sin Evento
Pan de Molde,2.44,Panadería,2,1,2025-10-02,S050,Sevilla,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,10.59,Bebidas,2,68,2025-06-29,S034,Madrid,0,Sin Festivo,Sin Evento
Turrón de Almendras,14.27,Alimentación (Navidad),0,29,2024-09-27,S028,Bilbao,0,Sin Festivo,Sin Evento
Detergente Líquido,5.14,Limpieza,1,149,2025-09-02,S034,Madrid,0,Sin Festivo,Sin Evento
Pollo Fresco,6.4,Carnes,12,3,2025-06-08,S028,Málaga,0,Sin Festivo,Sin Evento
Leche Entera,1.4,Lácteos,8,30,2024-05-06,S013,Barcelona,0,Sin Festivo,Sin Evento
Paraguas,14.37,Hogar,3,20,2025-05-16,S025,Valencia,0,Sin Festivo,Sin Evento
Paraguas,10.3,Hogar,7,36,2024-05-07,S011,Bilbao,0,Sin Festivo,Sin Evento
Turrón de Almendras,10.74,Alimentación (Navidad),12,3,2024-05-05,S042,Málaga,1,Sin Festivo,Sin Evento
Yogur Natural,0.91,Lácteos,3,47,2025-04-18,S006,Bilbao,1,Viernes Santo,Sin Evento
Pasta Italiana,0.72,Alimentación,6,92,2024-03-12,S010,Zaragoza,0,Sin Festivo,Sin Evento
Turrón de Almendras,23.16,Alimentación (Navidad),0,33,2024-06-26,S008,Barcelona,0,Sin Festivo,Sin Evento
Turrón de Almendras,14.03,Alimentación (Navidad),1,4,2024-07-05,S046,Sevilla,0,Sin Festivo,Sin Evento
Pasta Italiana,0.84,Alimentación,13,11,2024-07-17,S031,Sevilla,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,1.54,Bebidas,13,17,2024-04-14,S040,Zaragoza,0,Sin Festivo,Sin Evento
Papel Higiénico,5.06,Higiene,5,58,2025-03-04,S033,Palma de Mallorca,0,Sin Festivo,Sin Evento
Detergente Líquido,4.21,Limpieza,4,95,2025-02-14,S035,Murcia,1,Sin Festivo,Sin Evento
Turrón de Almendras,7.56,Alimentación (Navidad),23,5,2024-12-26,S026,Zaragoza,0,Sin Festivo,Sin Evento
Pan de Molde,0.94,Panadería,10,12,2024-02-23,S031,Sevilla,1,Sin Festivo,Sin Evento
Helado de Vainilla,3.78,Congelados,1,140,2024-08-15,S001,Palma de Mallorca,0,Asunción de la Virgen,Sin Evento
Detergente Líquido,4.14,Limpieza,4,178,2024-04-24,S022,Málaga,0,Sin Festivo,Sin Evento
Manzanas Fuji,5.91,Frutas y Verduras,4,72,2025-09-06,S030,Alicante,1,Sin Festivo,Sin Evento
Yogur Natural,2.15,Lácteos,8,44,2024-10-26,S029,Madrid,1,Sin Festivo,Sin Evento
Papel Higiénico,3.83,Higiene,1,81,2024-09-05,S043,Alicante,0,Sin Festivo,Sin Evento
Helado de Vainilla,3.55,Congelados,4,89,2024-02-02,S044,Barcelona,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,2.84,Bebidas,6,49,2025-08-02,S015,Bilbao,1,Sin Festivo,Feria Local
Papel Higiénico,5.73,Higiene,0,62,2024-01-05,S047,Murcia,0,Sin Festivo,Sin Evento
Papel Higiénico,4.7,Higiene,4,21,2025-12-03,S005,Sevilla,0,Sin Festivo,Sin Evento
Yogur Natural,1.22,Lácteos,5,41,2024-01-16,S013,Murcia,0,Sin Festivo,Sin Evento
Detergente Líquido,1.44,Limpieza,6,35,2024-07-16,S042,Barcelona,0,Sin Festivo,Sin Evento
Leche Entera,2.58,Lácteos,1,57,2025-11-25,S047,Murcia,0,Sin Festivo,Sin Evento
Aceite de Oliva,8.47,Alimentación,2,63,2024-10-27,S036,Murcia,1,Sin Festivo,Sin Evento
