product_name,price,category,units_sold,stock_after,date,store_id,store_location,promotion_active,holiday,local_event
Papel Higiénico,0.7,Higiene,12,27,2024-09-29,S034,Málaga,1,Sin Festivo,Sin Evento
Aceite de Oliva,9.06,Alimentación,0,0,2024-08-14,S030,Murcia,0,Sin Festivo,Sin Evento
Paraguas,5.82,Hogar,5,32,2025-07-22,S012,Barcelona,0,Sin Festivo,Sin Evento
Detergente Líquido,3.49,Limpieza,7,149,2025-11-14,S012,Valencia,0,Sin Festivo,Sin Evento
Papel Higiénico,2.68,Higiene,1,7,2025-06-23,S011,Bilbao,0,Sin Festivo,Sin Evento
Pan de Molde,0.9,Panadería,0,9,2025-12-30,S002,Murcia,0,Sin Festivo,Sin Evento
Protector Solar,4.91,Cuidado Personal,4,39,2025-03-20,S019,Sevilla,0,Sin Festivo,Sin Evento
Papel Higiénico,1.02,Higiene,9,62,2025-04-17,S050,Palma de Mallorca,0,Jueves Santo,Sin Evento
Papel Higiénico,0.98,Higiene,4,9,2025-12-06,S038,Valencia,0,Día de la Constitución Española,Sin Evento
Paraguas,11.77,Hogar,1,0,2025-06-22,S037,Barcelona,0,Sin Festivo,Sin Evento
Papel Higiénico,5.98,Higiene,0,46,2024-10-07,S007,Bilbao,0,Sin Festivo,Sin Evento
Pan de Molde,2.18,Panadería,3,13,2025-03-01,S032,Valencia,0,Sin Festivo,Sin Evento
Pasta Italiana,5.38,Alimentación,4,33,2025-11-08,S038,Alicante,0,Sin Festivo,Sin Evento
Protector Solar,5.91,Cuidado Personal,10,63,2025-10-19,S047,Sevilla,1,Sin Festivo,Sin Evento
Protector Solar,3.89,Cuidado Personal,0,3,2024-04-22,S036,Zaragoza,0,Sin Festivo,Sin Evento
Papel Higiénico,4.76,Higiene,2,0,2025-04-24,S044,Málaga,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,9.37,Bebidas,3,10,2024-09-24,S043,Sevilla,0,Sin Festivo,Sin Evento
Aceite de Oliva,3.61,Alimentación,6,39,2025-11-07,S008,Palma de Mallorca,0,Sin Festivo,Sin Evento
Manzanas Fuji,3.43,Frutas y Verduras,6,25,2025-07-21,S002,Sevilla,0,Sin Festivo,Sin Evento
Protector Solar,8.52,Cuidado Personal,2,42,2025-01-08,S033,Murcia,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,10.91,Bebidas,5,90,2025-12-16,S033,Murcia,0,Sin Festivo,Sin Evento
Paraguas,6.29,Hogar,4,18,2025-10-03,S012,Barcelona,0,Sin Festivo,Sin Evento
Papel Higiénico,2.31,Higiene,1,54,2025-11-13,S010,Málaga,0,Sin Festivo,Sin Evento
Pan de Molde,1.44,Panadería,3,19,2025-05-26,S014,Barcelona,0,Sin Festivo,Sin Evento
Paraguas,5.79,Hogar,21,4,2024-12-07,S038,Murcia,1,Sin Festivo,Sin Evento
Manzanas Fuji,2.71,Frutas y Verduras,1,96,2025-08-28,S044,Zaragoza,0,Sin Festivo,Sin Evento
Pan de Molde,2.97,Panadería,2,39,2025-01-19,S004,Bilbao,0,Sin Festivo,Sin Evento
Paraguas,11.42,Hogar,0,8,2024-10-26,S021,Valencia,0,Sin Festivo,Sin Evento
Protector Solar,10.37,Cuidado Personal,2,35,2024-12-26,S032,Sevilla,0,Sin Festivo,Sin Evento
Pasta Italiana,2.49,Alimentación,7,178,2024-04-30,S009,Palma de Mallorca,0,Sin Festivo,Sin Evento
Paraguas,18.89,Hogar,2,6,2025-08-06,S023,Málaga,0,Sin Festivo,Concierto Grande
Helado de Vainilla,1.53,Congelados,6,6,2025-06-13,S050,Palma de Mallorca,1,Sin Festivo,Sin Evento
Yogur Natural,0.94,Lácteos,4,96,2025-11-21,S041,Murcia,1,Sin Festivo,Sin Evento
Pollo Fresco,3.55,Carnes,0,68,2025-09-20,S016,Alicante,1,Sin Festivo,Sin Evento
Manzanas Fuji,5.13,Frutas y Verduras,4,79,2024-08-03,S029,Bilbao,0,Sin Festivo,Sin Evento
Leche Entera,1.41,Lácteos,8,17,2024-06-05,S041,Madrid,0,Sin Festivo,Sin Evento
Helado de Vainilla,8.4,Congelados,6,84,2025-02-08,S039,Barcelona,0,Sin Festivo,Feria Local
Pollo Fresco,2.66,Carnes,7,17,2025-05-05,S021,Murcia,0,Sin Festivo,Sin Evento
Aceite de Oliva,4.26,Alimentación,4,38,2025-04-18,S001,Palma de Mallorca,1,Viernes Santo,Sin Evento
Pollo Fresco,11.78,Carnes,2,51,2024-11-28,S009,Barcelona,0,Sin Festivo,Sin Evento
Detergente Líquido,3.49,Limpieza,0,143,2025-12-12,S026,Zaragoza,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,7.92,Bebidas,6,65,2025-01-28,S031,Málaga,0,Sin Festivo,Sin Evento
Helado de Vainilla,8.75,Congelados,0,145,2024-03-06,S039,Palma de Mallorca,0,Sin Festivo,Sin Evento
Yogur Natural,1.06,Lácteos,3,82,2025-05-21,S048,Zaragoza,0,Sin Festivo,Sin Evento
Paraguas,16.66,Hogar,3,25,2025-08-24,S043,Málaga,0,Sin Festivo,Sin Evento
Turrón de Almendras,17.39,Alimentación (Navidad),8,22,2024-10-02,S040,Málaga,0,Sin Festivo,Sin Evento
Manzanas Fuji,0.89,Frutas y Verduras,0,43,2024-08-13,S039,Zaragoza,0,Sin Festivo,Sin Evento
Cerveza Lager,9.11,Bebidas,2,81,2025-03-30,S007,Valencia,0,Sin Festivo,Sin Evento
Yogur Natural,3.39,Lácteos,1,131,2024-12-17,S044,Málaga,0,Sin Festivo,Sin Evento
Manzanas Fuji,3.62,Frutas y Verduras,3,45,2025-10-17,S006,Valencia,1,Sin Festivo,Sin Evento
Pollo Fresco,6.45,Carnes,13,67,2025-02-01,S039,Zaragoza,1,Sin Festivo,Sin Evento
Aceite de Oliva,9.13,Alimentación,2,43,2024-09-15,S034,Málaga,0,Sin Festivo,Sin Evento
Leche Entera,1.1,Lácteos,2,7,2024-02-26,S001,Valencia,0,Sin Festivo,Sin Evento
Aceite de Oliva,6.59,Alimentación,4,5,2025-08-31,S001,Zaragoza,0,Sin Festivo,Sin Evento
Helado de Vainilla,4.38,Congelados,15,0,2024-06-08,S008,Valencia,1,Sin Festivo,Sin Evento
Pan de Molde,0.93,Panadería,8,39,2025-01-22,S045,Málaga,0,Sin Festivo,Sin Evento
Turrón de Almendras,22.85,Alimentación (Navidad),3,3,2024-08-20,S046,Sevilla,0,Sin Festivo,Sin Evento
Pollo Fresco,11.87,Carnes,3,41,2025-11-03,S024,Murcia,0,Sin Festivo,Sin Evento
Pollo Fresco,10.53,Carnes,1,63,2024-06-27,S016,Bilbao,0,Sin Festivo,Sin Evento
Protector Solar,8.39,Cuidado Personal,5,5,2025-12-08,S032,Valencia,0,Inmaculada Concepción,Sin Evento
Helado de Vainilla,5.7,Congelados,8,61,2025-04-26,S009,Madrid,1,Sin Festivo,Sin Evento
Leche Entera,1.16,Lácteos,5,55,2025-05-27,S024,Málaga,0,Sin Festivo,Sin Evento
Turrón de Almendras,20.51,Alimentación (Navidad),0,59,2025-11-21,S045,Sevilla,1,Sin Festivo,Sin Evento
Cerveza Lager,9.08,Bebidas,6,75,2025-05-07,S024,Murcia,0,Sin Festivo,Sin Evento
Pollo Fresco,4.22,Carnes,2,55,2025-08-02,S048,Zaragoza,0,Sin Festivo,Sin Evento
Yogur Natural,0.77,Lácteos,5,0,2024-11-02,S043,Bilbao,1,Sin Festivo,Sin Evento
Pan de Molde,1.29,Panadería,8,14,2025-10-05,S025,Barcelona,0,Sin Festivo,Sin Evento
Manzanas Fuji,5.5,Frutas y Verduras,0,106,2025-05-26,S032,Murcia,0,Sin Festivo,Sin Evento
Papel Higiénico,0.98,Higiene,6,1,2024-11-15,S049,Sevilla,1,Sin Festivo,Sin Evento
Aceite de Oliva,5.35,Alimentación,3,48,2025-05-28,S016,Bilbao,0,Sin Festivo,Sin Evento
Detergente Líquido,6.8,Limpieza,2,101,2024-09-06,S009,Sevilla,1,Sin Festivo,Sin Evento
Papel Higiénico,2.33,Higiene,5,43,2025-02-04,S040,Murcia,0,Sin Festivo,Sin Evento
Detergente Líquido,6.28,Limpieza,2,70,2025-12-23,S027,Alicante,0,Sin Festivo,Sin Evento
Pasta Italiana,2.71,Alimentación,3,177,2025-10-10,S038,Zaragoza,1,Sin Festivo,Mercado Semanal
Pan de Molde,2.06,Panadería,1,30,2025-10-07,S038,Palma de Mallorca,0,Sin Festivo,Sin Evento
Cerveza Lager,6.33,Bebidas,2,130,2024-12-23,S032,Barcelona,0,Sin Festivo,Sin Evento
Protector Solar,13.83,Cuidado Personal,0,37,2024-12-18,S028,Bilbao,0,Sin Festivo,Sin Evento
Leche Entera,0.65,Lácteos,9,35,2024-10-11,S015,Sevilla,0,Sin Festivo,Sin Evento
Leche Entera,2.48,Lácteos,4,26,2025-09-28,S032,Zaragoza,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,3.91,Bebidas,5,40,2024-01-12,S047,Madrid,1,Sin Festivo,Sin Evento
Turrón de Almendras,9.9,Alimentación (Navidad),17,6,2025-06-07,S024,Alicante,1,Sin Festivo,Sin Evento
Leche Entera,1.87,Lácteos,3,11,2025-01-04,S042,Barcelona,1,Sin Festivo,Sin Evento
Pasta Italiana,2.88,Alimentación,10,16,2025-08-10,S008,Alicante,0,Sin Festivo,Sin Evento
Leche Entera,2.36,Lácteos,1,49,2024-08-03,S022,Murcia,0,Sin Festivo,Sin Evento
Pasta Italiana,8.35,Alimentación,4,65,2025-04-08,S022,Zaragoza,0,Sin Festivo,Sin Evento
Helado de Vainilla,2.5,Congelados,0,29,2024-01-13,S006,Málaga,0,Sin Festivo,Sin Evento
Cerveza Lager,4.44,Bebidas,3,103,2025-08-04,S035,Alicante,0,Sin Festivo,Sin Evento
Helado de Vainilla,3.58,Congelados,7,64,2024-07-12,S024,Madrid,1,Sin Festivo,Sin Evento
Leche Entera,1.64,Lácteos,1,45,2025-11-12,S027,Bilbao,0,Sin Festivo,Sin Evento
Cerveza Lager,9.58,Bebidas,3,181,2024-11-14,S021,Barcelona,0,Sin Festivo,Sin Evento
Pollo Fresco,10.42,Carnes,7,84,2024-03-17,S036,Bilbao,1,Sin Festivo,Sin Evento
Pasta Italiana,5.34,Alimentación,19,3,2025-04-20,S042,Valencia,0,Sin Festivo,Feria Local
Pan de Molde,0.73,Panadería,10,27,2024-09-20,S017,Palma de Mallorca,1,Sin Festivo,Sin Evento
Paraguas,10.17,Hogar,3,5,2025-01-05,S004,Alicante,1,Sin Festivo,Sin Evento
Cerveza Lager,5.72,Bebidas,10,121,2024-07-24,S022,Zaragoza,0,Sin Festivo,Sin Evento
Cerveza Lager,1.84,Bebidas,0,87,2024-10-21,S002,Barcelona,0,Sin Festivo,Sin Evento
Cerveza Lager,4.23,Bebidas,6,153,2025-05-09,S017,Bilbao,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,4.13,Bebidas,5,58,2025-04-20,S002,Barcelona,1,Sin Festivo,Sin Evento
Manzanas Fuji,0.96,Frutas y Verduras,16,102,2024-08-21,S008,Murcia,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,11.36,Bebidas,2,16,2025-05-27,S032,Sevilla,0,Sin Festivo,Sin Evento
Manzanas Fuji,2.12,Frutas y Verduras,8,2,2024-05-11,S007,Bilbao,1,Sin Festivo,Sin Evento
Paraguas,17.53,Hogar,2,22,2025-06-04,S016,Bilbao,0,Sin Festivo,Sin Evento
Paraguas,7.62,Hogar,7,35,2024-01-07,S039,Zaragoza,1,Sin Festivo,Sin Evento
Pasta Italiana,2.19,Alimentación,2,0,2024-07-21,S027,Valencia,1,Sin Festivo,Sin Evento
Turrón de Almendras,16.6,Alimentación (Navidad),5,42,2025-10-02,S019,Alicante,0,Sin Festivo,Sin Evento
Paraguas,19.28,Hogar,1,8,2025-06-17,S048,Bilbao,0,Sin Festivo,Sin Evento
Detergente Líquido,6.04,Limpieza,6,128,2024-06-29,S027,Málaga,1,Sin Festivo,Sin Evento
Detergente Líquido,2.29,Limpieza,4,45,2025-05-16,S013,Valencia,1,Sin Festivo,Sin Evento
Detergente Líquido,3.97,Limpieza,3,51,2025-05-06,S031,Bilbao,0,Sin Festivo,Sin Evento
Manzanas Fuji,5.92,Frutas y Verduras,0,40,2025-10-01,S050,Murcia,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,5.95,Bebidas,0,104,2025-02-14,S006,Palma de Mallorca,0,Sin Festivo,Sin Evento
Cerveza Lager,4.71,Bebidas,2,179,2025-05-25,S047,Sevilla,0,Sin Festivo,Sin Evento
Papel Higiénico,1.25,Higiene,3,45,2025-12-08,S026,Palma de Mallorca,0,Inmaculada Concepción,Sin Evento
Cerveza Lager,3.88,Bebidas,4,118,2024-06-26,S016,Palma de Mallorca,0,Sin Festivo,Sin Evento
Cerveza Lager,0.84,Bebidas,27,35,2024-06-01,S047,Alicante,1,Sin Festivo,Sin Evento
Yogur Natural,1.35,Lácteos,6,19,2024-09-27,S014,Barcelona,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,7.6,Bebidas,4,29,2024-05-31,S021,Barcelona,0,Sin Festivo,Sin Evento
Papel Higiénico,5.19,Higiene,2,44,2024-01-27,S015,Madrid,0,Sin Festivo,Sin Evento
Protector Solar,3.24,Cuidado Personal,0,12,2024-05-21,S045,Zaragoza,0,Sin Festivo,Sin Evento
Turrón de Almendras,16.67,Alimentación (Navidad),2,13,2025-06-06,S030,Murcia,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,3.3,Bebidas,12,34,2024-10-05,S022,Sevilla,1,Sin Festivo,Sin Evento
Pasta Italiana,6.32,Alimentación,2,103,2024-11-20,S034,Málaga,0,Sin Festivo,Sin Evento
Detergente Líquido,4.78,Limpieza,3,47,2024-06-19,S017,Palma de Mallorca,0,Sin Festivo,Sin Evento
Pasta Italiana,3.6,Alimentación,2,122,2025-09-17,S012,Sevilla,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,8.75,Bebidas,3,29,2024-01-01,S028,Barcelona,0,Año Nuevo,Sin Evento
Helado de Vainilla,2.82,Congelados,2,82,2025-10-12,S038,Valencia,1,Fiesta Nacional de España,Sin Evento
Aceite de Oliva,6.38,Alimentación,3,72,2025-01-25,S043,Madrid,0,Sin Festivo,Sin Evento
Detergente Líquido,5.0,Limpieza,1,172,2025-01-22,S006,Valencia,0,Sin Festivo,Sin Evento
Pollo Fresco,10.2,Carnes,2,15,2024-08-02,S019,Palma de Mallorca,0,Sin Festivo,Sin Evento
Cerveza Lager,4.47,Bebidas,7,16,2024-02-11,S038,Zaragoza,1,Sin Festivo,Sin Evento
Helado de Vainilla,3.22,Congelados,2,32,2025-05-15,S049,Málaga,0,Sin Festivo,Sin Evento
Cerveza Lager,2.82,Bebidas,7,105,2025-10-19,S023,Valencia,0,Sin Festivo,Sin Evento
Paraguas,12.17,Hogar,2,28,2025-08-07,S045,Zaragoza,0,Sin Festivo,Sin Evento
Manzanas Fuji,0.55,Frutas y Verduras,15,20,2024-07-19,S033,Palma de Mallorca,1,Sin Festivo,Sin Evento
Pollo Fresco,6.09,Carnes,6,44,2025-10-05,S050,Murcia,1,Sin Festivo,Sin Evento
Pasta Italiana,4.02,Alimentación,9,38,2025-11-27,S038,Sevilla,0,Sin Festivo,Sin Evento
Pasta Italiana,2.79,Alimentación,5,54,2024-03-15,S008,Zaragoza,1,Sin Festivo,Sin Evento
Leche Entera,0.59,Lácteos,0,72,2025-09-02,S025,Barcelona,0,Sin Festivo,Sin Evento
Detergente Líquido,2.78,Limpieza,5,130,2024-07-25,S019,Madrid,0,Sin Festivo,Sin Evento
Helado de Vainilla,6.49,Congelados,3,157,2024-09-23,S005,Alicante,0,Sin Festivo,Sin Evento
Manzanas Fuji,4.08,Frutas y Verduras,1,88,2025-08-20,S014,Alicante,0,Sin Festivo,Sin Evento
Leche Entera,1.2,Lácteos,12,64,2025-05-10,S041,Valencia,1,Sin Festivo,Sin Evento
Leche Entera,2.49,Lácteos,3,76,2025-12-11,S044,Murcia,0,Sin Festivo,Sin Evento
Pollo Fresco,5.45,Carnes,1,92,2024-01-16,S026,Murcia,0,Sin Festivo,Sin Evento
Paraguas,10.14,Hogar,5,15,2024-10-06,S050,Madrid,1,Sin Festivo,Sin Evento
Paraguas,11.53,Hogar,0,5,2024-05-06,S041,Palma de Mallorca,0,Sin Festivo,Mercado Semanal
Helado de Vainilla,5.22,Congelados,0,125,2024-08-16,S030,Murcia,1,Sin Festivo,Sin Evento
Pollo Fresco,3.63,Carnes,8,90,2025-06-02,S028,Málaga,0,Sin Festivo,Sin Evento
Pasta Italiana,7.2,Alimentación,4,67,2024-10-16,S021,Málaga,0,Sin Festivo,Sin Evento
Helado de Vainilla,8.69,Congelados,2,150,2024-03-21,S050,Alicante,0,Sin Festivo,Sin Evento
Turrón de Almendras,11.98,Alimentación (Navidad),0,34,2024-02-12,S011,Barcelona,0,Sin Festivo,Sin Evento
Aceite de Oliva,9.24,Alimentación,2,9,2025-07-01,S011,Madrid,0,Sin Festivo,Sin Evento
Papel Higiénico,1.2,Higiene,2,47,2025-04-23,S012,Alicante,0,Sin Festivo,Sin Evento
Manzanas Fuji,4.57,Frutas y Verduras,2,150,2024-10-14,S026,Palma de Mallorca,0,Sin Festivo,Sin Evento
Yogur Natural,0.41,Lácteos,14,35,2024-11-22,S025,Sevilla,1,Sin Festivo,Sin Evento
Protector Solar,3.78,Cuidado Personal,12,10,2025-09-06,S023,Málaga,1,Sin Festivo,Feria Local
Pollo Fresco,7.05,Carnes,5,3,2024-06-06,S026,Bilbao,0,Sin Festivo,Sin Evento
Papel Higiénico,1.48,Higiene,1,25,2025-10-30,S016,Sevilla,0,Sin Festivo,Sin Evento
Cerveza Lager,6.36,Bebidas,4,16,2024-08-04,S049,Valencia,0,Sin Festivo,Sin Evento
Paraguas,5.6,Hogar,0,50,2025-11-01,S048,Bilbao,1,Todos los Santos,Sin Evento
Leche Entera,2.36,Lácteos,2,14,2025-09-20,S010,Barcelona,1,Sin Festivo,Sin Evento
Manzanas Fuji,5.34,Frutas y Verduras,0,123,2024-03-13,S033,Bilbao,0,Sin Festivo,Sin Evento
Protector Solar,4.42,Cuidado Personal,4,48,2024-11-19,S027,Málaga,0,Sin Festivo,Sin Evento
Manzanas Fuji,3.52,Frutas y Verduras,2,144,2024-02-11,S002,Murcia,0,Sin Festivo,Sin Evento
Pan de Molde,1.2,Panadería,6,16,2025-07-16,S035,Bilbao,0,Sin Festivo,Sin Evento
Paraguas,9.44,Hogar,4,42,2025-06-13,S010,Madrid,0,Sin Festivo,Sin Evento
Yogur Natural,2.03,Lácteos,3,51,2025-11-27,S049,Málaga,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,1.06,Bebidas,7,89,2025-10-14,S014,Valencia,0,Sin Festivo,Sin Evento
Detergente Líquido,6.84,Limpieza,0,6,2025-09-21,S008,Bilbao,0,Sin Festivo,Sin Evento
Protector Solar,14.4,Cuidado Personal,2,14,2024-09-02,S025,Palma de Mallorca,0,Sin Festivo,Festival de Música
Helado de Vainilla,4.45,Congelados,17,102,2024-12-21,S046,Sevilla,1,Sin Festivo,Sin Evento
Detergente Líquido,7.61,Limpieza,3,63,2024-04-16,S003,Barcelona,0,Sin Festivo,Sin Evento
Yogur Natural,1.83,Lácteos,2,102,2024-02-18,S039,Málaga,0,Sin Festivo,Sin Evento
Yogur Natural,1.15,Lácteos,6,0,2025-05-06,S022,Alicante,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,10.16,Bebidas,3,74,2024-09-10,S037,Bilbao,0,Sin Festivo,Sin Evento
Protector Solar,7.4,Cuidado Personal,2,66,2025-11-12,S030,Zaragoza,0,Sin Festivo,Sin Evento
Paraguas,10.7,Hogar,4,41,2024-10-17,S037,Valencia,0,Sin Festivo,Sin Evento
Paraguas,10.57,Hogar,11,35,2024-10-13,S014,Barcelona,1,Sin Festivo,Sin Evento
Manzanas Fuji,1.6,Frutas y Verduras,7,56,2024-04-28,S021,Madrid,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,2.9,Bebidas,5,68,2024-03-22,S031,Alicante,0,Sin Festivo,Sin Evento
Manzanas Fuji,4.29,Frutas y Verduras,2,96,2024-10-09,S040,Barcelona,0,Sin Festivo,Sin Evento
Paraguas,6.27,Hogar,5,47,2024-01-21,S046,Málaga,1,Sin Festivo,Concierto Grande
Papel Higiénico,3.55,Higiene,7,14,2024-11-16,S016,Bilbao,0,Sin Festivo,Sin Evento
Detergente Líquido,2.1,Limpieza,6,177,2025-12-18,S021,Palma de Mallorca,0,Sin Festivo,Sin Evento
Yogur Natural,3.09,Lácteos,1,89,2025-04-16,S008,Murcia,0,Sin Festivo,Sin Evento
Papel Higiénico,3.98,Higiene,3,28,2025-08-03,S049,Zaragoza,1,Sin Festivo,Sin Evento
Pan de Molde,1.62,Panadería,4,39,2024-10-01,S014,Zaragoza,0,Sin Festivo,Sin Evento
Paraguas,6.43,Hogar,13,26,2025-09-06,S025,Sevilla,1,Sin Festivo,Sin Evento
Pollo Fresco,6.45,Carnes,6,6,2025-11-03,S023,Murcia,0,Sin Festivo,Sin Evento
Manzanas Fuji,2.17,Frutas y Verduras,1,145,2024-03-16,S018,Bilbao,1,Sin Festivo,Sin Evento
Papel Higiénico,1.66,Higiene,2,10,2025-02-17,S020,Zaragoza,0,Sin Festivo,Sin Evento
Pollo Fresco,5.98,Carnes,5,90,2024-03-09,S001,Sevilla,1,Sin Festivo,Sin Evento
Aceite de Oliva,5.34,Alimentación,5,77,2024-06-03,S038,Sevilla,0,Sin Festivo,Sin Evento
Pasta Italiana,8.23,Alimentación,0,38,2024-08-18,S050,Barcelona,1,Sin Festivo,Sin Evento
Paraguas,6.84,Hogar,1,20,2024-09-09,S020,Valencia,0,Sin Festivo,Sin Evento
Paraguas,5.35,Hogar,14,19,2024-09-28,S016,Valencia,0,Sin Festivo,Sin Evento
Protector Solar,3.06,Cuidado Personal,6,19,2025-09-05,S008,Palma de Mallorca,1,Sin Festivo,Sin Evento
Pan de Molde,1.62,Panadería,4,13,2024-02-09,S041,Murcia,1,Sin Festivo,Sin Evento
Manzanas Fuji,3.38,Frutas y Verduras,8,126,2024-03-14,S001,Málaga,0,Sin Festivo,Sin Evento
Detergente Líquido,4.02,Limpieza,9,24,2024-02-10,S037,Palma de Mallorca,0,Sin Festivo,Sin Evento
Turrón de Almendras,8.38,Alimentación (Navidad),0,35,2024-12-14,S003,Valencia,1,Sin Festivo,Sin Evento
Turrón de Almendras,19.64,Alimentación (Navidad),0,2,2025-03-08,S033,Zaragoza,0,Sin Festivo,Sin Evento
Yogur Natural,1.63,Lácteos,20,67,2024-04-06,S022,Madrid,1,Sin Festivo,Sin Evento
Helado de Vainilla,2.94,Congelados,2,60,2025-09-06,S031,Málaga,1,Sin Festivo,Sin Evento
Helado de Vainilla,2.23,Congelados,4,72,2024-04-02,S026,Bilbao,0,Sin Festivo,Sin Evento
Protector Solar,7.71,Cuidado Personal,5,22,2025-02-09,S016,Alicante,1,Sin Festivo,Sin Evento
Yogur Natural,2.01,Lácteos,3,80,2024-06-23,S043,Madrid,0,Sin Festivo,Sin Evento
Cerveza Lager,0.89,Bebidas,2,29,2025-12-29,S010,Sevilla,0,Sin Festivo,Sin Evento
Paraguas,4.56,Hogar,23,0,2024-12-28,S004,Málaga,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,10.9,Bebidas,0,39,2024-04-25,S024,Sevilla,0,Sin Festivo,Sin Evento
Pasta Italiana,2.41,Alimentación,3,6,2025-06-04,S035,Murcia,0,Sin Festivo,Sin Evento
Pan de Molde,2.68,Panadería,0,53,2025-10-15,S001,Valencia,0,Sin Festivo,Sin Evento
Protector Solar,7.66,Cuidado Personal,4,25,2025-05-05,S043,Madrid,0,Sin Festivo,Sin Evento
Yogur Natural,1.7,Lácteos,5,120,2024-07-09,S039,Murcia,0,Sin Festivo,Sin Evento
Yogur Natural,2.81,Lácteos,0,62,2025-01-23,S045,Valencia,0,Sin Festivo,Sin Evento
Turrón de Almendras,12.7,Alimentación (Navidad),5,18,2024-01-25,S004,Palma de Mallorca,0,Sin Festivo,Sin Evento
Pan de Molde,1.49,Panadería,3,46,2024-03-08,S009,Palma de Mallorca,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,1.97,Bebidas,10,80,2024-06-16,S014,Sevilla,1,Sin Festivo,Sin Evento
Aceite de Oliva,5.86,Alimentación,3,24,2024-04-19,S016,Alicante,1,Sin Festivo,Sin Evento
Paraguas,16.93,Hogar,2,10,2024-02-16,S030,Barcelona,0,Sin Festivo,Sin Evento
Manzanas Fuji,3.96,Frutas y Verduras,7,23,2024-03-03,S037,Alicante,1,Sin Festivo,Sin Evento
Leche Entera,1.61,Lácteos,1,37,2025-11-08,S046,Alicante,0,Sin Festivo,Sin Evento
Pasta Italiana,0.76,Alimentación,9,0,2024-02-10,S048,Málaga,0,Sin Festivo,Sin Evento
Pan de Molde,2.78,Panadería,1,5,2024-10-20,S045,Zaragoza,1,Sin Festivo,Sin Evento
Pasta Italiana,9.25,Alimentación,0,111,2025-01-13,S042,Valencia,0,Sin Festivo,Sin Evento
Manzanas Fuji,3.69,Frutas y Verduras,1,1,2024-10-05,S030,Alicante,1,Sin Festivo,Sin Evento
Manzanas Fuji,5.3,Frutas y Verduras,0,27,2024-12-09,S017,Bilbao,0,Sin Festivo,Sin Evento
Turrón de Almendras,22.28,Alimentación (Navidad),0,26,2024-10-21,S026,Valencia,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,3.53,Bebidas,0,2,2025-05-30,S050,Zaragoza,1,Sin Festivo,Sin Evento
Cerveza Lager,8.5,Bebidas,3,76,2024-09-10,S026,Málaga,0,Sin Festivo,Sin Evento
Leche Entera,3.48,Lácteos,1,9,2024-08-27,S041,Alicante,0,Sin Festivo,Sin Evento
Paraguas,12.69,Hogar,2,38,2024-04-03,S012,Zaragoza,0,Sin Festivo,Sin Evento
Protector Solar,6.27,Cuidado Personal,3,30,2024-12-10,S033,Bilbao,0,Sin Festivo,Sin Evento
Manzanas Fuji,3.21,Frutas y Verduras,2,156,2024-08-27,S044,Madrid,0,Sin Festivo,Sin Evento
Leche Entera,3.23,Lácteos,3,56,2025-09-11,S018,Bilbao,0,Sin Festivo,Sin Evento
Yogur Natural,2.13,Lácteos,2,17,2024-02-10,S020,Madrid,0,Sin Festivo,Sin Evento
Protector Solar,10.33,Cuidado Personal,4,54,2024-11-06,S015,Sevilla,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,5.96,Bebidas,11,83,2025-04-11,S032,Málaga,1,Sin Festivo,Sin Evento
Vino Tinto Rioja,11.26,Bebidas,2,54,2025-04-22,S044,Palma de Mallorca,0,Sin Festivo,Sin Evento
Helado de Vainilla,7.13,Congelados,2,36,2025-11-24,S009,Alicante,0,Sin Festivo,Sin Evento
Protector Solar,5.41,Cuidado Personal,4,71,2025-04-11,S038,Bilbao,0,Sin Festivo,Sin Evento
Aceite de Oliva,3.43,Alimentación,25,72,2024-05-12,S011,Málaga,1,Sin Festivo,Sin Evento
Detergente Líquido,6.47,Limpieza,4,66,2024-08-05,S023,Palma de Mallorca,0,Sin Festivo,Sin Evento
Turrón de Almendras,14.48,Alimentación (Navidad),8,12,2024-10-19,S038,Barcelona,0,Sin Festivo,Feria Local
Leche Entera,1.42,Lácteos,5,11,2024-07-15,S015,Murcia,0,Sin Festivo,Sin Evento
Helado de Vainilla,1.8,Congelados,6,87,2025-08-26,S024,Zaragoza,0,Sin Festivo,Sin Evento
Cerveza Lager,4.42,Bebidas,5,35,2024-10-31,S019,Alicante,0,Sin Festivo,Sin Evento
